account_id,account_name,industry,country,referral_source,plan_tier,seats,is_trial,tenure_days,current_mrr,current_arr,active_seats,total_usage_count,ticket_count,avg_satisfaction,escalation_rate,has_upgraded,has_downgraded,churn_target
A-328bd0,Company_237,HealthTech,AU,partner,Enterprise,18,False,503,12844.0,154128.0,224.0,494,5.0,3.6666666666666665,0.0,True,False,0
A-b3fe05,Company_238,Cybersecurity,CA,partner,Pro,8,False,125,13333.0,159996.0,78.0,408,3.0,3.0,0.0,False,False,0
A-09540c,Company_239,Cybersecurity,CA,event,Basic,67,True,336,17152.0,205824.0,268.0,259,2.0,4.5,0.0,True,True,0
A-e693b6,Company_240,FinTech,AU,event,Enterprise,55,False,494,19470.0,233640.0,495.0,638,1.0,3.0,0.0,True,False,1
A-2446e3,Company_241,EdTech,IN,organic,Pro,27,False,264,13392.0,160704.0,135.0,410,2.0,4.0,0.0,False,True,0
A-241e75,Company_242,EdTech,US,partner,Enterprise,3,False,89,3499.0,41988.0,91.0,227,4.0,4.5,0.0,False,True,1
A-922109,Company_243,Cybersecurity,US,ads,Pro,3,False,248,12516.0,150192.0,177.0,723,3.0,3.0,0.0,False,False,1
A-ff3c73,Company_244,HealthTech,AU,other,Pro,21,False,613,3936.0,47232.0,216.0,341,2.0,3.5,0.0,True,False,0
A-8b0451,Company_245,FinTech,UK,event,Enterprise,41,False,14,779.0,9348.0,41.0,547,5.0,3.6666666666666665,0.0,False,False,1
A-331424,Company_246,DevTools,US,organic,Basic,11,False,329,6567.0,78804.0,44.0,194,2.0,,0.0,False,False,0
A-51ec1b,Company_247,DevTools,US,ads,Enterprise,7,False,327,5184.0,62208.0,36.0,273,3.0,5.0,0.3333333333333333,True,True,0
A-bcf664,Company_248,DevTools,US,other,Pro,5,False,500,7644.0,91728.0,229.0,477,4.0,4.0,0.25,False,False,1
A-90a8c8,Company_249,FinTech,AU,organic,Pro,15,False,37,21667.0,260004.0,154.0,363,4.0,3.25,0.0,True,False,0
A-86cdb4,Company_250,DevTools,DE,partner,Basic,2,False,8,0.0,0.0,0.0,371,3.0,5.0,0.0,False,False,0
A-dbc825,Company_252,EdTech,FR,partner,Enterprise,19,False,267,26595.0,319140.0,304.0,612,5.0,3.0,0.0,True,False,0
A-7c4956,Company_254,DevTools,US,ads,Enterprise,5,False,513,2801.0,33612.0,80.0,400,2.0,4.0,0.0,False,False,0
A-3ce5b8,Company_256,FinTech,IN,ads,Basic,8,False,389,16650.0,199800.0,328.0,455,8.0,4.0,0.0,False,False,0
A-bd4708,Company_257,FinTech,US,ads,Pro,37,True,71,17242.0,206904.0,185.0,553,2.0,4.0,0.0,False,False,0
A-993085,Company_258,HealthTech,US,ads,Basic,31,True,487,40098.0,481176.0,463.0,613,3.0,4.0,0.0,True,True,0
A-92a3af,Company_259,Cybersecurity,IN,organic,Enterprise,25,False,85,21350.0,256200.0,200.0,597,4.0,4.0,0.25,False,True,0
A-151c9a,Company_260,FinTech,US,ads,Enterprise,23,False,612,14250.0,171000.0,150.0,305,2.0,3.5,0.0,False,True,0
A-474ad4,Company_261,EdTech,US,organic,Basic,8,False,307,5757.0,69084.0,169.0,528,3.0,5.0,0.3333333333333333,True,True,0
A-4ef964,Company_262,HealthTech,US,organic,Pro,17,False,207,12584.0,151008.0,193.0,336,2.0,3.0,0.0,False,False,0
A-fd9422,Company_263,Cybersecurity,US,organic,Pro,58,False,179,12644.0,151728.0,232.0,372,5.0,3.4,0.2,True,False,0
A-0baac2,Company_264,FinTech,DE,organic,Enterprise,14,False,123,0.0,0.0,0.0,179,6.0,4.333333333333333,0.0,False,False,1
A-560d27,Company_266,DevTools,US,organic,Pro,23,False,148,31176.0,374112.0,174.0,539,4.0,3.6666666666666665,0.0,False,False,0
A-2789e3,Company_268,FinTech,US,partner,Enterprise,11,False,16,627.0,7524.0,33.0,552,1.0,4.0,0.0,False,False,0
A-902ef7,Company_270,HealthTech,US,other,Enterprise,83,False,27,20584.0,247008.0,166.0,369,2.0,4.0,0.0,True,False,0
A-20736a,Company_271,EdTech,IN,organic,Enterprise,50,False,198,14850.0,178200.0,150.0,406,2.0,4.0,0.0,False,False,0
A-cea1f0,Company_273,FinTech,US,event,Pro,8,False,176,1437.0,17244.0,71.0,489,4.0,4.5,0.0,False,True,0
A-ef84cf,Company_274,EdTech,US,partner,Enterprise,8,False,213,7355.0,88260.0,73.0,259,3.0,4.0,0.0,False,True,1
A-d49cc5,Company_275,Cybersecurity,FR,event,Basic,50,False,377,8700.0,104400.0,300.0,375,3.0,4.5,0.0,False,False,0
A-67be94,Company_276,EdTech,US,organic,Enterprise,26,False,545,13293.0,159516.0,207.0,346,3.0,5.0,0.0,False,False,0
A-4e960a,Company_277,FinTech,US,other,Enterprise,12,True,257,23126.0,277512.0,223.0,414,5.0,4.0,0.0,False,True,0
A-c37cab,Company_278,Cybersecurity,UK,event,Pro,13,False,63,7336.0,88032.0,84.0,603,4.0,3.75,0.25,False,False,1
A-443b7c,Company_280,Cybersecurity,US,other,Enterprise,1,False,24,14859.0,178308.0,111.0,524,8.0,4.4,0.0,False,False,0
A-1f7acb,Company_281,FinTech,UK,ads,Basic,64,True,421,46912.0,562944.0,512.0,478,6.0,4.4,0.0,True,True,0
A-f51f16,Company_282,HealthTech,US,partner,Enterprise,1,False,280,13261.0,159132.0,141.0,346,4.0,3.0,0.0,True,False,1
A-5a3eb9,Company_283,DevTools,CA,other,Enterprise,18,True,407,15430.0,185160.0,340.0,672,3.0,,0.0,False,True,0
A-417d2f,Company_285,Cybersecurity,IN,partner,Pro,4,True,454,13969.0,167628.0,195.0,650,4.0,4.333333333333333,0.0,True,False,0
A-e98302,Company_286,EdTech,US,ads,Enterprise,16,True,279,9421.0,113052.0,109.0,243,8.0,4.166666666666667,0.0,False,False,0
A-bcf87c,Company_288,FinTech,US,event,Pro,10,False,95,3313.0,39756.0,37.0,426,2.0,4.0,0.0,False,False,0
A-54ecc2,Company_289,Cybersecurity,US,partner,Enterprise,4,False,477,9601.0,115212.0,113.0,550,4.0,5.0,0.0,False,True,1
A-625d0b,Company_290,EdTech,AU,ads,Basic,9,False,28,0.0,0.0,9.0,432,4.0,3.0,0.0,False,False,0
A-fce879,Company_291,EdTech,UK,partner,Pro,10,True,6,627.0,7524.0,33.0,251,2.0,4.0,0.0,False,False,1
A-6da850,Company_293,FinTech,IN,organic,Pro,5,False,359,11559.0,138708.0,187.0,683,3.0,,0.0,True,True,1
A-342303,Company_294,EdTech,US,other,Pro,1,True,198,1695.0,20340.0,45.0,127,3.0,4.5,0.0,False,False,0
A-e7a1e2,Company_295,Cybersecurity,US,event,Enterprise,3,False,99,5174.0,62088.0,26.0,596,1.0,4.0,0.0,False,False,1
A-f1f639,Company_296,EdTech,US,ads,Basic,2,False,582,2919.0,35028.0,21.0,108,6.0,4.75,0.0,True,False,0
A-a865bd,Company_297,Cybersecurity,US,organic,Pro,38,False,377,21022.0,252264.0,238.0,167,1.0,,0.0,False,False,0
A-4e631b,Company_298,FinTech,US,other,Enterprise,22,False,198,13174.0,158088.0,106.0,425,2.0,4.0,0.0,True,False,0
A-7f6b86,Company_299,HealthTech,US,partner,Basic,45,True,403,16342.0,196104.0,298.0,387,5.0,3.5,0.0,True,False,0
A-8adedc,Company_300,EdTech,US,event,Basic,4,True,232,16985.0,203820.0,317.0,546,4.0,4.0,0.0,False,False,0
A-2edab2,Company_301,HealthTech,US,event,Enterprise,17,False,318,6851.0,82212.0,119.0,427,4.0,3.0,0.0,True,False,0
A-a6d261,Company_303,FinTech,CA,other,Pro,9,False,306,37944.0,455328.0,315.0,591,2.0,5.0,0.5,True,False,0
A-202b67,Company_305,HealthTech,US,organic,Pro,11,False,192,12397.0,148764.0,163.0,354,4.0,4.666666666666667,0.0,True,False,0
A-00bed1,Company_306,Cybersecurity,US,ads,Basic,28,True,321,33506.0,402072.0,342.0,462,4.0,4.0,0.0,True,False,0
A-ffc04f,Company_307,EdTech,US,ads,Pro,13,False,116,12630.0,151560.0,159.0,756,7.0,4.5,0.14285714285714285,False,False,0
A-65c341,Company_308,FinTech,US,ads,Pro,11,True,279,18088.0,217056.0,112.0,397,5.0,4.0,0.0,False,False,1
A-dcc2f0,Company_309,FinTech,UK,organic,Basic,15,False,436,12462.0,149544.0,172.0,755,2.0,,0.0,True,False,0
A-3d957b,Company_311,HealthTech,UK,other,Pro,14,False,179,9066.0,108792.0,144.0,129,3.0,3.0,0.0,True,False,0
A-883b7d,Company_313,Cybersecurity,IN,other,Basic,17,False,186,28515.0,342180.0,387.0,535,5.0,4.0,0.2,False,False,0
A-dcc3f1,Company_314,HealthTech,US,event,Pro,21,False,278,7770.0,93240.0,141.0,416,9.0,3.8,0.0,False,False,1
A-c62e55,Company_315,EdTech,US,partner,Basic,1,True,600,9746.0,116952.0,164.0,284,4.0,4.0,0.0,True,False,0
A-e40f45,Company_317,HealthTech,US,organic,Pro,21,False,165,11426.0,137112.0,155.0,317,7.0,4.333333333333333,0.0,True,False,1
A-96215d,Company_318,FinTech,US,event,Enterprise,10,False,53,8793.0,105516.0,57.0,306,1.0,3.0,0.0,True,False,0
A-2b9d3e,Company_319,EdTech,US,partner,Enterprise,1,False,484,2637.0,31644.0,74.0,389,3.0,5.0,0.0,True,False,0
A-b7724f,Company_320,HealthTech,UK,organic,Basic,1,False,552,1322.0,15864.0,68.0,345,2.0,3.0,0.0,False,False,0
A-eb1312,Company_322,FinTech,US,partner,Pro,25,False,14,1225.0,14700.0,25.0,544,1.0,5.0,0.0,False,False,1
A-df1e44,Company_323,Cybersecurity,UK,organic,Enterprise,12,False,220,9267.0,111204.0,197.0,361,1.0,5.0,0.0,True,True,1
A-a8d89d,Company_326,EdTech,US,ads,Pro,13,False,297,23425.0,281100.0,222.0,503,2.0,5.0,0.0,True,False,0
A-600734,Company_327,DevTools,US,organic,Pro,29,True,321,13526.0,162312.0,284.0,586,7.0,3.6666666666666665,0.14285714285714285,True,False,0
A-86fc1d,Company_328,DevTools,UK,partner,Basic,26,False,66,8316.0,99792.0,84.0,298,4.0,4.0,0.0,True,False,0
A-acb7f7,Company_330,EdTech,US,ads,Basic,32,False,268,31358.0,376296.0,304.0,466,3.0,3.5,0.0,True,False,0
A-712f1c,Company_331,DevTools,US,ads,Basic,17,False,289,30587.0,367044.0,291.0,571,6.0,4.0,0.0,True,False,1
A-3793ee,Company_332,Cybersecurity,CA,organic,Enterprise,49,True,559,16954.0,203448.0,294.0,308,4.0,4.0,0.0,True,True,0
A-9a532a,Company_333,HealthTech,US,partner,Enterprise,11,False,86,8756.0,105072.0,106.0,155,2.0,,0.0,False,False,0
A-2ebb4b,Company_334,HealthTech,US,ads,Basic,41,False,504,26670.0,320040.0,352.0,413,2.0,3.0,0.0,True,False,1
A-c9bb3e,Company_336,EdTech,US,ads,Pro,5,False,190,9730.0,116760.0,218.0,457,5.0,4.25,0.2,True,False,1
A-4814a3,Company_337,Cybersecurity,IN,event,Basic,87,False,13,4263.0,51156.0,87.0,513,4.0,4.0,0.25,True,False,1
A-b7b7b7,Company_338,FinTech,US,event,Basic,24,False,92,17416.0,208992.0,214.0,521,3.0,5.0,0.0,True,False,0
A-ccc747,Company_339,HealthTech,FR,event,Pro,16,False,262,3381.0,40572.0,85.0,264,4.0,5.0,0.25,True,False,0
A-bb3bd4,Company_340,HealthTech,US,ads,Basic,23,False,247,7015.0,84180.0,115.0,301,9.0,4.6,0.0,True,False,0
A-09316c,Company_341,FinTech,AU,organic,Enterprise,70,False,19,29190.0,350280.0,210.0,511,2.0,4.5,0.5,False,False,1
A-96bbc6,Company_342,Cybersecurity,US,organic,Enterprise,39,False,146,16630.0,199560.0,220.0,340,3.0,3.3333333333333335,0.0,True,False,1
A-bc4d48,Company_343,EdTech,US,ads,Pro,35,True,110,4760.0,57120.0,175.0,298,5.0,4.0,0.0,True,False,0
A-b30291,Company_344,HealthTech,US,event,Basic,5,True,178,5130.0,61560.0,95.0,449,1.0,,0.0,False,False,0
A-cdf020,Company_345,DevTools,AU,organic,Pro,23,False,411,7615.0,91380.0,108.0,334,4.0,4.0,0.0,True,False,1
A-e6afc1,Company_346,DevTools,US,ads,Pro,1,False,584,22582.0,270984.0,326.0,638,0.0,,0.0,False,False,0
A-e3bd71,Company_347,Cybersecurity,US,partner,Basic,31,False,555,27773.0,333276.0,356.0,518,4.0,4.0,0.0,True,True,0
A-098560,Company_349,DevTools,UK,ads,Enterprise,1,False,345,10770.0,129240.0,173.0,491,1.0,3.0,1.0,True,False,0
A-82861f,Company_350,DevTools,UK,organic,Basic,41,False,158,24527.0,294324.0,263.0,417,4.0,3.25,0.0,False,False,0
A-94c3cd,Company_351,FinTech,CA,other,Enterprise,32,False,376,2668.0,32016.0,146.0,274,4.0,3.5,0.25,False,False,0
A-a33200,Company_352,HealthTech,US,partner,Basic,29,False,15,7192.0,86304.0,58.0,462,3.0,4.5,0.0,False,False,1
A-034368,Company_353,EdTech,US,event,Enterprise,19,False,330,494.0,5928.0,45.0,235,5.0,4.0,0.0,False,False,0
A-b54c01,Company_354,DevTools,US,event,Enterprise,29,False,1,0.0,0.0,0.0,208,5.0,3.0,0.0,False,False,1
A-d82ef9,Company_355,EdTech,UK,other,Basic,26,False,90,11571.0,138852.0,267.0,596,3.0,4.333333333333333,0.0,True,True,0
A-bb2f49,Company_356,Cybersecurity,US,other,Pro,8,False,491,18301.0,219612.0,207.0,552,3.0,4.0,0.0,True,True,0
A-1f559b,Company_357,HealthTech,US,organic,Enterprise,5,True,392,10160.0,121920.0,140.0,334,4.0,4.0,0.0,False,True,0
A-5a215a,Company_358,EdTech,FR,other,Enterprise,87,False,269,114057.0,1368684.0,1044.0,709,3.0,4.0,0.0,True,False,0
A-3f9cc0,Company_359,HealthTech,US,event,Basic,22,False,119,19940.0,239280.0,162.0,389,4.0,4.5,0.25,True,True,1
A-ed510f,Company_361,Cybersecurity,IN,partner,Basic,42,False,622,33306.0,399672.0,336.0,399,9.0,4.0,0.0,True,False,0
A-a7bd4b,Company_363,Cybersecurity,US,ads,Enterprise,5,False,593,6268.0,75216.0,192.0,504,5.0,3.3333333333333335,0.0,True,False,1
A-d4ac0e,Company_364,DevTools,UK,ads,Basic,18,False,163,9173.0,110076.0,374.0,683,3.0,4.0,0.0,True,False,0
A-ffdfd5,Company_365,EdTech,US,organic,Basic,3,False,170,6016.0,72192.0,168.0,439,0.0,,0.0,True,False,0
A-0dbdc6,Company_366,Cybersecurity,DE,other,Pro,30,False,596,14030.0,168360.0,200.0,451,3.0,,0.0,False,False,0
A-7cfe77,Company_367,DevTools,US,ads,Pro,69,False,82,8073.0,96876.0,207.0,188,6.0,3.6666666666666665,0.0,True,True,1
A-1f0636,Company_368,EdTech,AU,partner,Pro,105,False,273,71820.0,861840.0,945.0,567,2.0,3.5,0.0,True,False,0
A-40de06,Company_369,Cybersecurity,US,event,Enterprise,28,False,511,22758.0,273096.0,465.0,756,3.0,4.0,0.0,True,False,0
A-cb5333,Company_370,DevTools,US,ads,Pro,33,False,188,22395.0,268740.0,462.0,692,4.0,3.0,0.0,False,True,0
A-6e7827,Company_372,DevTools,US,other,Basic,1,False,554,5061.0,60732.0,69.0,370,1.0,3.0,0.0,True,False,0
A-50bb9f,Company_373,Cybersecurity,US,organic,Pro,2,False,80,7403.0,88836.0,47.0,255,7.0,4.0,0.0,True,False,0
A-5247b3,Company_375,FinTech,UK,partner,Pro,16,True,202,9259.0,111108.0,153.0,555,5.0,4.0,0.0,True,False,1
A-f44180,Company_376,Cybersecurity,UK,event,Pro,9,False,595,11077.0,132924.0,108.0,440,2.0,5.0,0.0,False,False,0
A-d42431,Company_378,FinTech,FR,ads,Enterprise,22,True,113,11321.0,135852.0,179.0,410,4.0,4.0,0.0,True,True,1
A-0a62f5,Company_381,FinTech,UK,partner,Pro,16,False,19,3184.0,38208.0,16.0,233,1.0,,0.0,False,False,1
A-f5641b,Company_382,EdTech,US,other,Pro,31,False,184,13857.0,166284.0,124.0,383,4.0,3.0,0.25,True,True,0
A-b44e3e,Company_383,Cybersecurity,UK,ads,Basic,40,False,231,35561.0,426732.0,279.0,340,3.0,4.333333333333333,0.0,True,False,0
A-3b37d9,Company_384,FinTech,US,event,Enterprise,23,False,612,14858.0,178296.0,143.0,386,5.0,4.5,0.0,True,False,1
A-54d94a,Company_385,Cybersecurity,IN,event,Basic,27,False,518,8075.0,96900.0,215.0,519,4.0,3.5,0.0,True,True,0
A-7f29a7,Company_386,Cybersecurity,UK,event,Basic,41,True,12,779.0,9348.0,41.0,570,1.0,4.0,0.0,False,False,1
A-089363,Company_387,FinTech,AU,event,Basic,2,False,513,7164.0,85968.0,165.0,545,3.0,3.6666666666666665,0.0,True,False,0
A-855a48,Company_389,EdTech,US,partner,Pro,14,True,283,30376.0,364512.0,214.0,436,5.0,3.6666666666666665,0.0,False,True,0
A-756192,Company_390,FinTech,IN,other,Basic,19,False,477,18740.0,224880.0,208.0,560,3.0,4.0,0.0,True,False,0
A-49b828,Company_391,FinTech,IN,ads,Pro,6,False,514,26391.0,316692.0,225.0,603,2.0,4.0,0.0,True,False,0
A-c7ffc2,Company_392,Cybersecurity,US,partner,Pro,30,True,612,29211.0,350532.0,429.0,571,2.0,3.0,0.0,True,False,0
A-751c58,Company_393,FinTech,UK,organic,Basic,15,False,74,10869.0,130428.0,156.0,472,4.0,4.0,0.0,True,False,1
A-72799b,Company_394,DevTools,FR,event,Enterprise,20,False,322,14326.0,171912.0,204.0,491,2.0,4.5,0.5,True,True,0
A-812c5b,Company_395,DevTools,CA,organic,Basic,55,False,218,10110.0,121320.0,405.0,794,4.0,4.0,0.0,False,False,0
A-69b156,Company_396,EdTech,US,other,Pro,7,False,314,12139.0,145668.0,61.0,340,7.0,4.0,0.0,False,False,0
A-075038,Company_397,HealthTech,UK,ads,Basic,17,False,507,18111.0,217332.0,398.0,654,1.0,3.0,0.0,True,False,0
A-940b8b,Company_398,HealthTech,DE,organic,Basic,1,False,195,9640.0,115680.0,185.0,351,2.0,4.0,0.0,True,True,0
A-2d1036,Company_399,FinTech,US,ads,Pro,69,False,108,46230.0,554760.0,690.0,590,4.0,4.5,0.25,False,True,1
A-9affe6,Company_401,Cybersecurity,US,other,Pro,7,False,558,9167.0,110004.0,173.0,405,3.0,3.0,0.0,True,False,0
A-80eeb6,Company_402,Cybersecurity,UK,organic,Enterprise,22,False,510,56928.0,683136.0,448.0,590,4.0,3.6666666666666665,0.25,True,True,0
A-c7e58b,Company_404,HealthTech,IN,other,Pro,3,False,463,5384.0,64608.0,72.0,324,3.0,3.3333333333333335,0.0,False,False,0
A-016043,Company_405,EdTech,CA,organic,Basic,4,True,61,4341.0,52092.0,51.0,427,2.0,4.0,0.0,True,False,0
A-bbe56f,Company_406,HealthTech,US,ads,Enterprise,21,False,592,5607.0,67284.0,84.0,210,2.0,4.0,0.0,True,False,0
A-7c5768,Company_407,HealthTech,UK,event,Enterprise,3,False,212,2382.0,28584.0,84.0,406,3.0,5.0,0.0,False,False,0
A-751bd4,Company_408,Cybersecurity,UK,partner,Pro,10,False,80,190.0,2280.0,10.0,62,4.0,4.0,0.25,False,False,0
A-4e0e85,Company_409,DevTools,US,organic,Enterprise,6,False,388,4544.0,54528.0,195.0,230,2.0,5.0,0.0,False,False,0
A-ad3abd,Company_410,FinTech,US,event,Pro,44,False,577,11748.0,140976.0,132.0,257,2.0,3.0,0.0,False,False,0
A-e19ff6,Company_411,Cybersecurity,UK,partner,Enterprise,1,False,430,1676.0,20112.0,93.0,408,3.0,4.666666666666667,0.0,False,False,0
A-7920cc,Company_412,Cybersecurity,FR,ads,Pro,39,False,312,34536.0,414432.0,533.0,504,5.0,4.333333333333333,0.0,True,False,0
A-5a92e7,Company_413,HealthTech,US,ads,Pro,4,False,111,8744.0,104928.0,181.0,772,6.0,4.75,0.0,False,False,1
A-fdfc91,Company_414,Cybersecurity,US,ads,Basic,29,False,513,20612.0,247344.0,427.0,544,4.0,4.0,0.0,True,False,0
A-1e50e0,Company_415,Cybersecurity,DE,other,Pro,19,True,587,13295.0,159540.0,155.0,175,0.0,,0.0,True,False,0
A-1e1b80,Company_416,FinTech,CA,other,Enterprise,50,False,384,47697.0,572364.0,553.0,591,6.0,3.2,0.0,False,False,1
A-659280,Company_417,FinTech,IN,event,Enterprise,13,True,318,21127.0,253524.0,193.0,525,4.0,4.333333333333333,0.0,True,False,1
A-f6b2fb,Company_418,DevTools,AU,event,Basic,23,False,160,21795.0,261540.0,188.0,488,5.0,4.0,0.2,True,True,0
A-cb6cc6,Company_419,DevTools,US,ads,Basic,13,True,546,1397.0,16764.0,79.0,267,2.0,4.0,0.0,True,False,0
A-d62e02,Company_420,Cybersecurity,US,partner,Pro,6,False,41,1990.0,23880.0,10.0,245,1.0,4.0,0.0,False,True,0
A-d535f6,Company_421,DevTools,US,organic,Basic,12,True,27,2616.0,31392.0,36.0,448,0.0,,0.0,False,False,1
A-39868b,Company_422,FinTech,AU,partner,Pro,9,False,197,3753.0,45036.0,27.0,247,6.0,4.25,0.0,False,False,0
A-3cc791,Company_423,EdTech,US,other,Enterprise,6,False,264,6758.0,81096.0,99.0,403,5.0,4.25,0.2,False,False,1
A-337bc1,Company_424,Cybersecurity,US,organic,Pro,30,True,439,19379.0,232548.0,281.0,367,2.0,4.5,0.5,True,True,0
A-58b9ff,Company_425,DevTools,IN,partner,Enterprise,2,False,122,20379.0,244548.0,199.0,581,2.0,4.0,0.5,False,True,1
A-1d5444,Company_427,Cybersecurity,US,partner,Basic,24,False,256,29782.0,357384.0,322.0,526,1.0,4.0,0.0,True,False,0
A-0f3e88,Company_428,HealthTech,US,other,Basic,7,False,435,4749.0,56988.0,111.0,464,2.0,5.0,0.0,True,False,0
A-7641d3,Company_429,EdTech,US,partner,Pro,8,True,592,11086.0,133032.0,211.0,449,4.0,5.0,0.5,False,True,0
A-cd458b,Company_430,DevTools,US,other,Basic,10,True,107,16100.0,193200.0,140.0,760,4.0,4.5,0.0,False,False,1
A-c16b88,Company_431,HealthTech,US,event,Enterprise,23,False,303,10082.0,120984.0,118.0,447,3.0,3.0,0.0,False,False,0
A-59f724,Company_432,HealthTech,US,other,Enterprise,3,True,332,9431.0,113172.0,232.0,617,3.0,4.333333333333333,0.0,True,False,0
A-87aa7b,Company_433,HealthTech,US,organic,Pro,24,True,137,13518.0,162216.0,326.0,649,2.0,,0.5,True,True,1
A-1e6fc3,Company_434,EdTech,FR,other,Pro,1,False,299,245.0,2940.0,16.0,232,5.0,3.6666666666666665,0.0,False,False,0
A-34ea2f,Company_436,HealthTech,US,organic,Enterprise,8,False,46,1671.0,20052.0,62.0,461,7.0,3.8,0.0,False,False,1
A-716841,Company_437,FinTech,US,other,Pro,45,False,147,7469.0,89628.0,341.0,318,5.0,4.0,0.0,False,False,1
A-558c72,Company_438,FinTech,US,organic,Basic,12,False,487,6048.0,72576.0,132.0,246,4.0,4.5,0.25,True,False,1
A-b11cd0,Company_439,DevTools,US,ads,Pro,26,True,619,4312.0,51744.0,140.0,259,3.0,5.0,0.0,False,False,0
A-7f4db3,Company_441,FinTech,US,other,Pro,4,False,575,17722.0,212664.0,221.0,693,5.0,3.25,0.2,False,False,0
A-cc102e,Company_443,HealthTech,US,partner,Enterprise,13,False,168,3718.0,44616.0,52.0,333,3.0,4.0,0.0,False,False,1
A-dec005,Company_445,HealthTech,US,partner,Pro,21,False,353,19599.0,235188.0,183.0,377,2.0,3.0,0.0,False,False,1
A-7c83a1,Company_447,Cybersecurity,US,partner,Pro,12,False,147,14511.0,174132.0,146.0,550,4.0,4.0,0.0,False,False,0
A-297a2d,Company_448,HealthTech,UK,event,Pro,27,False,514,9000.0,108000.0,117.0,223,2.0,3.0,0.0,True,False,0
A-4c56c9,Company_449,FinTech,US,partner,Enterprise,9,False,285,20783.0,249396.0,148.0,535,4.0,4.0,0.0,False,False,0
A-cbbe12,Company_450,Cybersecurity,DE,partner,Enterprise,40,False,558,4361.0,52332.0,169.0,162,6.0,4.25,0.0,True,True,0
A-4a267b,Company_451,FinTech,US,other,Pro,25,False,148,13671.0,164052.0,154.0,420,4.0,4.333333333333333,0.0,False,False,0
A-bcbe98,Company_452,Cybersecurity,US,other,Enterprise,46,False,63,6256.0,75072.0,276.0,499,7.0,4.0,0.14285714285714285,True,True,1
A-427b69,Company_453,FinTech,US,other,Basic,17,False,38,6056.0,72672.0,61.0,619,2.0,3.0,0.0,False,False,0
A-054577,Company_455,EdTech,UK,ads,Basic,2,False,155,23577.0,282924.0,333.0,733,1.0,4.0,0.0,True,True,0
A-bc87bc,Company_456,FinTech,US,event,Pro,3,False,75,342.0,4104.0,18.0,325,5.0,3.5,0.0,False,False,0
A-e7beab,Company_458,EdTech,DE,organic,Enterprise,5,False,346,4982.0,59784.0,126.0,356,6.0,4.0,0.0,False,False,0
A-a09355,Company_459,FinTech,US,organic,Basic,14,False,51,6971.0,83652.0,59.0,673,5.0,4.0,0.0,False,False,1
A-31ab9a,Company_460,FinTech,DE,organic,Pro,3,False,211,4459.0,53508.0,110.0,311,6.0,3.6666666666666665,0.0,False,False,0
A-0158bb,Company_461,FinTech,DE,partner,Basic,5,False,131,836.0,10032.0,69.0,339,1.0,3.0,0.0,False,False,0
A-f19b24,Company_462,Cybersecurity,US,organic,Pro,29,True,629,1972.0,23664.0,58.0,82,2.0,4.0,0.5,False,False,0
A-798a3f,Company_463,DevTools,FR,other,Enterprise,12,False,347,10976.0,131712.0,128.0,308,4.0,4.0,0.0,True,False,0
A-42b791,Company_464,FinTech,AU,event,Pro,3,False,133,1421.0,17052.0,29.0,277,3.0,4.0,0.0,False,False,0
A-068fc6,Company_465,EdTech,US,event,Enterprise,35,False,441,19740.0,236880.0,245.0,525,5.0,4.333333333333333,0.0,True,False,0
A-6f50ae,Company_466,FinTech,US,partner,Pro,19,False,375,19046.0,228552.0,262.0,691,2.0,5.0,0.0,False,True,0
A-a2485e,Company_467,FinTech,US,event,Pro,3,True,57,4370.0,52440.0,80.0,267,0.0,,0.0,False,True,0
A-bb1eaa,Company_468,Cybersecurity,US,organic,Basic,21,False,111,9156.0,109872.0,84.0,135,6.0,4.5,0.0,False,True,0
A-cc98bc,Company_469,DevTools,US,ads,Basic,32,False,495,19999.0,239988.0,335.0,456,3.0,4.0,0.0,True,False,0
A-d77f4c,Company_470,DevTools,US,partner,Pro,4,True,371,42455.0,509460.0,286.0,563,2.0,4.0,0.0,True,True,1
A-ccabf0,Company_471,HealthTech,IN,organic,Pro,1,False,329,22379.0,268548.0,161.0,430,4.0,3.6666666666666665,0.0,False,True,1
A-4a4c2d,Company_473,DevTools,US,event,Enterprise,54,False,517,29268.0,351216.0,540.0,533,4.0,4.0,0.0,True,True,0
A-b7ef83,Company_474,Cybersecurity,UK,partner,Pro,1,True,124,16186.0,194232.0,184.0,645,1.0,4.0,0.0,True,False,0
A-e08cd3,Company_475,FinTech,US,ads,Pro,67,True,9,3283.0,39396.0,67.0,360,6.0,4.0,0.0,False,False,1
A-19b2c8,Company_476,DevTools,IN,other,Pro,20,False,482,22723.0,272676.0,267.0,513,3.0,4.666666666666667,0.0,True,False,0
A-970c97,Company_477,HealthTech,DE,other,Enterprise,14,False,213,11830.0,141960.0,70.0,366,1.0,5.0,0.0,False,True,0
A-6dee43,Company_478,FinTech,UK,other,Basic,3,True,415,22770.0,273240.0,264.0,437,4.0,4.333333333333333,0.0,True,False,0
A-5ed98d,Company_479,DevTools,US,partner,Basic,24,False,100,11904.0,142848.0,96.0,239,5.0,5.0,0.0,False,False,1
A-c58f49,Company_480,EdTech,US,other,Enterprise,70,True,61,15260.0,183120.0,140.0,319,3.0,5.0,0.3333333333333333,False,False,0
