account_id,account_name,plan_tier,current_mrr,current_arr,churn_probability,revenue_at_risk,priority,recommended_action,avg_satisfaction,ticket_count,escalation_rate,total_usage_count,has_upgraded,has_downgraded
A-e43bf7,Company_215,Pro,37910.0,454920.0,0.02668943933895786,1011.7966453398925,Low,Priority support intervention,5.0,3.0,0.3333333333333333,333,True,False
A-eb2fdc,Company_216,Enterprise,20555.0,246660.0,0.28140971983038227,5784.376791113507,Low,Proactive retention outreach,4.5,5.0,0.0,465,False,False
A-e1462e,Company_217,Basic,11745.0,140940.0,0.1491726813389752,1752.033142326264,Low,Account retention review,3.5,2.0,0.0,321,True,True
A-cab532,Company_218,Pro,14243.0,170916.0,0.2657642982192843,3785.2808995372666,Low,Account retention review,4.0,1.0,0.0,883,True,True
A-9123ac,Company_219,Pro,9179.0,110148.0,0.12761593090353773,1171.386629763573,Low,Account retention review,4.666666666666667,4.0,0.0,303,False,True
A-6e08f3,Company_220,Basic,12371.0,148452.0,0.06072583096638308,751.2392548851251,Low,Account retention review,3.5,2.0,0.0,388,True,True
A-d922bf,Company_221,Basic,15323.0,183876.0,0.1503274876330706,2303.468093001541,Low,Proactive retention outreach,3.333333333333333,7.0,0.1428571428571428,379,False,False
A-8ed5dd,Company_222,Enterprise,11426.0,137112.0,0.3220268443669471,3679.4787237367377,Medium,Proactive retention outreach,4.0,5.0,0.0,490,True,False
A-3c1a3f,Company_224,Pro,7773.0,93276.0,0.4504446388278765,3501.306177609084,Medium,Account retention review,3.5,4.0,0.0,414,False,True
A-b2af2e,Company_227,Enterprise,1091.0,13092.0,0.4118115245409796,449.2863732742087,Medium,Product adoption outreach,4.0,2.0,0.0,144,False,False
A-9bfc9f,Company_228,Pro,12745.0,152940.0,0.42235117936355204,5382.865780988471,Medium,Account retention review,3.333333333333333,6.0,0.1666666666666666,357,True,True
A-4ae22a,Company_229,Pro,7592.0,91104.0,0.3234974682316908,2455.9927788149967,Medium,Customer satisfaction outreach,3.0,3.0,0.0,308,False,False
A-fda07f,Company_230,Basic,7769.0,93228.0,0.454406495084689,3530.284060312949,Medium,Proactive retention outreach,4.0,5.0,0.0,613,True,False
A-977ca0,Company_232,Basic,29255.0,351060.0,0.15690270476414428,4590.188627875041,Low,Proactive retention outreach,,2.0,0.0,722,True,False
A-ab438f,Company_233,Enterprise,0.0,0.0,0.5351822142243255,0.0,High,Proactive retention outreach,3.5,2.0,0.0,340,False,False
A-e89151,Company_234,Pro,9867.0,118404.0,0.17964085824717546,1772.5163483248803,Low,Proactive retention outreach,5.0,1.0,0.0,522,True,False
A-40906c,Company_235,Basic,30820.0,369840.0,0.1686600918651217,5198.104031283051,Low,Proactive retention outreach,4.0,2.0,0.0,612,False,False
A-81edc3,Company_236,Basic,14926.0,179112.0,0.25701416993254067,3836.193500413102,Low,Proactive retention outreach,4.0,3.0,0.0,604,True,False
A-328bd0,Company_237,Enterprise,12844.0,154128.0,0.2956791445445704,3797.702932530462,Low,Proactive retention outreach,3.6666666666666665,5.0,0.0,494,True,False
A-b3fe05,Company_238,Pro,13333.0,159996.0,0.39683481782987523,5290.998626125726,Medium,Customer satisfaction outreach,3.0,3.0,0.0,408,False,False
A-09540c,Company_239,Basic,17152.0,205824.0,0.055317696706780606,948.809133914701,Low,Account retention review,4.5,2.0,0.0,259,True,True
A-e693b6,Company_240,Enterprise,19470.0,233640.0,0.20214039584514581,3935.673507104989,Low,Customer satisfaction outreach,3.0,1.0,0.0,638,True,False
A-2446e3,Company_241,Pro,13392.0,160704.0,0.3315079660145776,4439.554680867223,Medium,Account retention review,4.0,2.0,0.0,410,False,True
A-241e75,Company_242,Enterprise,3499.0,41988.0,0.47507206829485915,1662.2771669637123,Medium,Account retention review,4.5,4.0,0.0,227,False,True
A-922109,Company_243,Pro,12516.0,150192.0,0.46248094803903167,5788.4115456565205,Medium,Customer satisfaction outreach,3.0,3.0,0.0,723,False,False
A-ff3c73,Company_244,Pro,3936.0,47232.0,0.11054331764512608,435.09849825121626,Low,Proactive retention outreach,3.5,2.0,0.0,341,True,False
A-8b0451,Company_245,Enterprise,779.0,9348.0,0.8295347335470613,646.2075574331608,High,Proactive retention outreach,3.6666666666666665,5.0,0.0,547,False,False
A-331424,Company_246,Basic,6567.0,78804.0,0.09396072763311618,617.040098366674,Low,Product adoption outreach,,2.0,0.0,194,False,False
A-51ec1b,Company_247,Enterprise,5184.0,62208.0,0.34691388815251467,1798.401596182636,Medium,Priority support intervention,5.0,3.0,0.3333333333333333,273,True,True
A-bcf664,Company_248,Pro,7644.0,91728.0,0.22688340138159604,1734.2967201609201,Low,Proactive retention outreach,4.0,4.0,0.25,477,False,False
A-90a8c8,Company_249,Pro,21667.0,260004.0,0.3296485441242511,7142.495005540149,Medium,Proactive retention outreach,3.25,4.0,0.0,363,True,False
A-86cdb4,Company_250,Basic,0.0,0.0,0.41791048131750025,0.0,Medium,Proactive retention outreach,5.0,3.0,0.0,371,False,False
A-dbc825,Company_252,Enterprise,26595.0,319140.0,0.4269506083769112,11354.751429783953,High,Customer satisfaction outreach,3.0,5.0,0.0,612,True,False
A-7c4956,Company_254,Enterprise,2801.0,33612.0,0.2593620727901188,726.4731658851227,Low,Proactive retention outreach,4.0,2.0,0.0,400,False,False
A-3ce5b8,Company_256,Basic,16650.0,199800.0,0.30246048262040315,5035.967035629712,Medium,Proactive retention outreach,4.0,8.0,0.0,455,False,False
A-bd4708,Company_257,Pro,17242.0,206904.0,0.37079550744052253,6393.2561392894895,Medium,Proactive retention outreach,4.0,2.0,0.0,553,False,False
A-993085,Company_258,Basic,40098.0,481176.0,0.09027539150317321,3619.8626484942392,Low,Account retention review,4.0,3.0,0.0,613,True,True
A-92a3af,Company_259,Enterprise,21350.0,256200.0,0.6567890401336243,14022.446006852879,High,Account retention review,4.0,4.0,0.25,597,False,True
A-151c9a,Company_260,Enterprise,14250.0,171000.0,0.16929462016634023,2412.4483373703483,Low,Account retention review,3.5,2.0,0.0,305,False,True
A-474ad4,Company_261,Basic,5757.0,69084.0,0.17047702475685658,981.4362315252233,Low,Priority support intervention,5.0,3.0,0.3333333333333333,528,True,True
A-4ef964,Company_262,Pro,12584.0,151008.0,0.2753378664590803,3464.8517115210666,Low,Customer satisfaction outreach,3.0,2.0,0.0,336,False,False
A-fd9422,Company_263,Pro,12644.0,151728.0,0.26640531601235273,3368.428815660188,Low,Proactive retention outreach,3.4,5.0,0.2,372,True,False
A-0baac2,Company_264,Enterprise,0.0,0.0,0.4408600684725961,0.0,Medium,Product adoption outreach,4.333333333333333,6.0,0.0,179,False,False
A-560d27,Company_266,Pro,31176.0,374112.0,0.3539359822570223,11034.308182844927,High,Proactive retention outreach,3.6666666666666665,4.0,0.0,539,False,False
A-2789e3,Company_268,Enterprise,627.0,7524.0,0.6847688046595487,429.35004052153704,High,Proactive retention outreach,4.0,1.0,0.0,552,False,False
A-902ef7,Company_270,Enterprise,20584.0,247008.0,0.502435683217114,10342.136103341074,High,Proactive retention outreach,4.0,2.0,0.0,369,True,False
A-20736a,Company_271,Enterprise,14850.0,178200.0,0.3708616683528533,5507.295775039871,Medium,Proactive retention outreach,4.0,2.0,0.0,406,False,False
A-cea1f0,Company_273,Pro,1437.0,17244.0,0.5084394121401334,730.6274352453718,High,Account retention review,4.5,4.0,0.0,489,False,True
A-ef84cf,Company_274,Enterprise,7355.0,88260.0,0.37323921030148993,2745.1743917674585,Medium,Account retention review,4.0,3.0,0.0,259,False,True
A-d49cc5,Company_275,Basic,8700.0,104400.0,0.07353476781743876,639.7524800117171,Low,Proactive retention outreach,4.5,3.0,0.0,375,False,False
A-67be94,Company_276,Enterprise,13293.0,159516.0,0.08127260738354668,1080.356769949486,Low,Proactive retention outreach,5.0,3.0,0.0,346,False,False
A-4e960a,Company_277,Enterprise,23126.0,277512.0,0.3532075722557068,8168.278315985476,High,Account retention review,4.0,5.0,0.0,414,False,True
A-c37cab,Company_278,Pro,7336.0,88032.0,0.6063510759257926,4448.191492991615,High,Proactive retention outreach,3.75,4.0,0.25,603,False,False
A-443b7c,Company_280,Enterprise,14859.0,178308.0,0.654022417827699,9718.11910650178,High,Proactive retention outreach,4.4,8.0,0.0,524,False,False
A-1f7acb,Company_281,Basic,46912.0,562944.0,0.12217906274878958,5731.664191671217,Low,Account retention review,4.4,6.0,0.0,478,True,True
A-f51f16,Company_282,Enterprise,13261.0,159132.0,0.41869870944322474,5552.363585926603,Medium,Customer satisfaction outreach,3.0,4.0,0.0,346,True,False
A-5a3eb9,Company_283,Enterprise,15430.0,185160.0,0.46975143184250834,7248.264593329904,Medium,Account retention review,,3.0,0.0,672,False,True
A-417d2f,Company_285,Pro,13969.0,167628.0,0.23733683572061548,3315.3582581812775,Low,Proactive retention outreach,4.333333333333333,4.0,0.0,650,True,False
A-e98302,Company_286,Enterprise,9421.0,113052.0,0.24934297861723517,2349.0602015529726,Low,Proactive retention outreach,4.166666666666667,8.0,0.0,243,False,False
A-bcf87c,Company_288,Pro,3313.0,39756.0,0.3954992839416932,1310.2891276988296,Medium,Proactive retention outreach,4.0,2.0,0.0,426,False,False
A-54ecc2,Company_289,Enterprise,9601.0,115212.0,0.30663503615302645,2944.002982105207,Medium,Account retention review,5.0,4.0,0.0,550,False,True
A-625d0b,Company_290,Basic,0.0,0.0,0.4055918495066148,0.0,Medium,Customer satisfaction outreach,3.0,4.0,0.0,432,False,False
A-fce879,Company_291,Pro,627.0,7524.0,0.3884570055541163,243.5625424824309,Medium,Proactive retention outreach,4.0,2.0,0.0,251,False,False
A-6da850,Company_293,Pro,11559.0,138708.0,0.5342159276948426,6175.001908224685,High,Account retention review,,3.0,0.0,683,True,True
A-342303,Company_294,Pro,1695.0,20340.0,0.12160537755590971,206.12111495726697,Low,Product adoption outreach,4.5,3.0,0.0,127,False,False
A-e7a1e2,Company_295,Enterprise,5174.0,62088.0,0.4761434214438907,2463.5660625506907,Medium,Proactive retention outreach,4.0,1.0,0.0,596,False,False
A-f1f639,Company_296,Basic,2919.0,35028.0,0.04230424676171078,123.48609629743378,Low,Product adoption outreach,4.75,6.0,0.0,108,True,False
A-a865bd,Company_297,Pro,21022.0,252264.0,0.04828755151427714,1015.1009079331341,Low,Product adoption outreach,,1.0,0.0,167,False,False
A-4e631b,Company_298,Enterprise,13174.0,158088.0,0.40345373224532105,5315.099468599859,Medium,Proactive retention outreach,4.0,2.0,0.0,425,True,False
A-7f6b86,Company_299,Basic,16342.0,196104.0,0.11717742425074909,1914.9134671057416,Low,Proactive retention outreach,3.5,5.0,0.0,387,True,False
A-8adedc,Company_300,Basic,16985.0,203820.0,0.11731187328880434,1992.5421678103417,Low,Proactive retention outreach,4.0,4.0,0.0,546,False,False
A-2edab2,Company_301,Enterprise,6851.0,82212.0,0.4251856176597732,2912.9466665871064,Medium,Customer satisfaction outreach,3.0,4.0,0.0,427,True,False
A-a6d261,Company_303,Pro,37944.0,455328.0,0.16498459142994448,6260.175337217814,Low,Priority support intervention,5.0,2.0,0.5,591,True,False
A-202b67,Company_305,Pro,12397.0,148764.0,0.2706987648788756,3355.852588203421,Low,Proactive retention outreach,4.666666666666667,4.0,0.0,354,True,False
A-00bed1,Company_306,Basic,33506.0,402072.0,0.062453982341503136,2092.583132334404,Low,Proactive retention outreach,4.0,4.0,0.0,462,True,False
A-ffc04f,Company_307,Pro,12630.0,151560.0,0.6232116906849992,7871.163653351539,High,Proactive retention outreach,4.5,7.0,0.1428571428571428,756,False,False
A-65c341,Company_308,Pro,18088.0,217056.0,0.21093527178080396,3815.397195971182,Low,Proactive retention outreach,4.0,5.0,0.0,397,False,False
A-dcc2f0,Company_309,Basic,12462.0,149544.0,0.28003065903202434,3489.7420728570874,Low,Proactive retention outreach,,2.0,0.0,755,True,False
A-3d957b,Company_311,Pro,9066.0,108792.0,0.3942283145726352,3574.0738999155105,Medium,Customer satisfaction outreach,3.0,3.0,0.0,129,True,False
A-883b7d,Company_313,Basic,28515.0,342180.0,0.2636057054161936,7516.71668994276,High,Proactive retention outreach,4.0,5.0,0.2,535,False,False
A-dcc3f1,Company_314,Pro,7770.0,93240.0,0.4459455881645611,3464.9972200386396,Medium,Proactive retention outreach,3.8,9.0,0.0,416,False,False
A-c62e55,Company_315,Basic,9746.0,116952.0,0.03148286333530865,306.8319860659181,Low,Proactive retention outreach,4.0,4.0,0.0,284,True,False
A-e40f45,Company_317,Pro,11426.0,137112.0,0.3658094479977046,4179.738752821772,Medium,Proactive retention outreach,4.333333333333333,7.0,0.0,317,True,False
A-96215d,Company_318,Enterprise,8793.0,105516.0,0.4323235675429675,3801.4211294053134,Medium,Customer satisfaction outreach,3.0,1.0,0.0,306,True,False
A-2b9d3e,Company_319,Enterprise,2637.0,31644.0,0.17492501081703002,461.2772535245082,Low,Proactive retention outreach,5.0,3.0,0.0,389,True,False
A-b7724f,Company_320,Basic,1322.0,15864.0,0.14621157524368872,193.2917024721565,Low,Customer satisfaction outreach,3.0,2.0,0.0,345,False,False
A-eb1312,Company_322,Pro,1225.0,14700.0,0.5415932242186766,663.4516996678789,High,Proactive retention outreach,5.0,1.0,0.0,544,False,False
A-df1e44,Company_323,Enterprise,9267.0,111204.0,0.36324352779156555,3366.177772044438,Medium,Account retention review,5.0,1.0,0.0,361,True,True
A-a8d89d,Company_326,Pro,23425.0,281100.0,0.15467430638434354,3623.2456270532475,Low,Proactive retention outreach,5.0,2.0,0.0,503,True,False
A-600734,Company_327,Pro,13526.0,162312.0,0.32858450647873344,4444.434034631348,Medium,Proactive retention outreach,3.6666666666666665,7.0,0.1428571428571428,586,True,False
A-86fc1d,Company_328,Basic,8316.0,99792.0,0.46163873223218205,3838.987697242826,Medium,Proactive retention outreach,4.0,4.0,0.0,298,True,False
A-acb7f7,Company_330,Basic,31358.0,376296.0,0.11813261416185182,3704.4025148873493,Low,Proactive retention outreach,3.5,3.0,0.0,466,True,False
A-712f1c,Company_331,Basic,30587.0,367044.0,0.2495869297483766,7634.115420213595,High,Proactive retention outreach,4.0,6.0,0.0,571,True,False
A-3793ee,Company_332,Enterprise,16954.0,203448.0,0.09840418540766707,1668.3445594015875,Low,Account retention review,4.0,4.0,0.0,308,True,True
A-9a532a,Company_333,Enterprise,8756.0,105072.0,0.3760976528225139,3293.1110481139317,Medium,Product adoption outreach,,2.0,0.0,155,False,False
A-2ebb4b,Company_334,Basic,26670.0,320040.0,0.08458613034615987,2255.912096332084,Low,Customer satisfaction outreach,3.0,2.0,0.0,413,True,False
A-c9bb3e,Company_336,Pro,9730.0,116760.0,0.33709755689590853,3279.95922859719,Medium,Proactive retention outreach,4.25,5.0,0.2,457,True,False
A-4814a3,Company_337,Basic,4263.0,51156.0,0.47852094681009727,2039.9347962514446,Medium,Proactive retention outreach,4.0,4.0,0.25,513,True,False
A-b7b7b7,Company_338,Basic,17416.0,208992.0,0.2315472715800369,4032.627281837923,Low,Proactive retention outreach,5.0,3.0,0.0,521,True,False
A-ccc747,Company_339,Pro,3381.0,40572.0,0.20333259027241363,687.4674877110305,Low,Proactive retention outreach,5.0,4.0,0.25,264,True,False
A-bb3bd4,Company_340,Basic,7015.0,84180.0,0.3065850860012798,2150.694378298978,Medium,Proactive retention outreach,4.6,9.0,0.0,301,True,False
A-09316c,Company_341,Enterprise,29190.0,350280.0,0.3355001326846212,9793.248873064093,High,Priority support intervention,4.5,2.0,0.5,511,False,False
A-96bbc6,Company_342,Enterprise,16630.0,199560.0,0.29280287973406494,4869.3118899775,Low,Proactive retention outreach,3.333333333333333,3.0,0.0,340,True,False
A-bc4d48,Company_343,Pro,4760.0,57120.0,0.27753800363108266,1321.0808972839534,Low,Proactive retention outreach,4.0,5.0,0.0,298,True,False
A-b30291,Company_344,Basic,5130.0,61560.0,0.1639866979106375,841.2517602815703,Low,Proactive retention outreach,,1.0,0.0,449,False,False
A-cdf020,Company_345,Pro,7615.0,91380.0,0.1659783108716887,1263.9248372879094,Low,Proactive retention outreach,4.0,4.0,0.0,334,True,False
A-e6afc1,Company_346,Pro,22582.0,270984.0,0.13491035998251638,3046.545749125185,Low,Proactive retention outreach,,0.0,0.0,638,False,False
A-e3bd71,Company_347,Basic,27773.0,333276.0,0.08507136482751089,2362.68701535446,Low,Account retention review,4.0,4.0,0.0,518,True,True
A-098560,Company_349,Enterprise,10770.0,129240.0,0.45271382170502833,4875.727859763155,Medium,Priority support intervention,3.0,1.0,1.0,491,True,False
A-82861f,Company_350,Basic,24527.0,294324.0,0.3300227648256431,8094.468352878548,High,Proactive retention outreach,3.25,4.0,0.0,417,False,False
A-94c3cd,Company_351,Enterprise,2668.0,32016.0,0.3370056137337228,899.1309774415724,Medium,Proactive retention outreach,3.5,4.0,0.25,274,False,False
A-a33200,Company_352,Basic,7192.0,86304.0,0.43017354729012103,3093.8081521105505,Medium,Proactive retention outreach,4.5,3.0,0.0,462,False,False
A-034368,Company_353,Enterprise,494.0,5928.0,0.23231711372278602,114.7646541790563,Low,Proactive retention outreach,4.0,5.0,0.0,235,False,False
A-b54c01,Company_354,Enterprise,0.0,0.0,0.6275620844757879,0.0,High,Customer satisfaction outreach,3.0,5.0,0.0,208,False,False
A-d82ef9,Company_355,Basic,11571.0,138852.0,0.5437649401771039,6291.9041227892685,High,Account retention review,4.333333333333333,3.0,0.0,596,True,True
A-bb2f49,Company_356,Pro,18301.0,219612.0,0.19901678567108042,3642.2061945664427,Low,Account retention review,4.0,3.0,0.0,552,True,True
A-1f559b,Company_357,Enterprise,10160.0,121920.0,0.24315907524684433,2470.4962045079383,Low,Account retention review,4.0,4.0,0.0,334,False,True
A-5a215a,Company_358,Enterprise,114057.0,1368684.0,0.04941207571085647,5635.793119353157,Low,Proactive retention outreach,4.0,3.0,0.0,709,True,False
A-3f9cc0,Company_359,Basic,19940.0,239280.0,0.2647816945861341,5279.7469900475135,Low,Account retention review,4.5,4.0,0.25,389,True,True
A-ed510f,Company_361,Basic,33306.0,399672.0,0.08470537812867138,2821.1973239535287,Low,Proactive retention outreach,4.0,9.0,0.0,399,True,False
A-a7bd4b,Company_363,Enterprise,6268.0,75216.0,0.23820806805814718,1493.0881705884665,Low,Proactive retention outreach,3.333333333333333,5.0,0.0,504,True,False
A-d4ac0e,Company_364,Basic,9173.0,110076.0,0.5843660759479173,5360.390014670245,High,Proactive retention outreach,4.0,3.0,0.0,683,True,False
A-ffdfd5,Company_365,Basic,6016.0,72192.0,0.14170292395313533,852.4847905020622,Low,Proactive retention outreach,,0.0,0.0,439,True,False
A-0dbdc6,Company_366,Pro,14030.0,168360.0,0.10010832670560775,1404.5198236796768,Low,Proactive retention outreach,,3.0,0.0,451,False,False
A-7cfe77,Company_367,Pro,8073.0,96876.0,0.5590671750632468,4513.349304285591,High,Account retention review,3.6666666666666665,6.0,0.0,188,True,True
A-1f0636,Company_368,Pro,71820.0,861840.0,0.061956051592222915,4449.683625353449,Low,Proactive retention outreach,3.5,2.0,0.0,567,True,False
A-40de06,Company_369,Enterprise,22758.0,273096.0,0.20467277347361248,4657.942978712473,Low,Proactive retention outreach,4.0,3.0,0.0,756,True,False
A-cb5333,Company_370,Pro,22395.0,268740.0,0.6576214101238178,14727.4314797229,High,Customer satisfaction outreach,3.0,4.0,0.0,692,False,True
A-6e7827,Company_372,Basic,5061.0,60732.0,0.10433896743143993,528.0595141705174,Low,Customer satisfaction outreach,3.0,1.0,0.0,370,True,False
A-50bb9f,Company_373,Pro,7403.0,88836.0,0.32947098437763456,2439.0736973476287,Medium,Proactive retention outreach,4.0,7.0,0.0,255,True,False
A-5247b3,Company_375,Pro,9259.0,111108.0,0.5241071355902873,4852.70796843047,High,Proactive retention outreach,4.0,5.0,0.0,555,True,False
A-f44180,Company_376,Pro,11077.0,132924.0,0.0931522666798015,1031.8476580121612,Low,Proactive retention outreach,5.0,2.0,0.0,440,False,False
A-d42431,Company_378,Enterprise,11321.0,135852.0,0.52034257919204,5890.798339033085,High,Account retention review,4.0,4.0,0.0,410,True,True
A-0a62f5,Company_381,Pro,3184.0,38208.0,0.49866310948553294,1587.7433406019368,Medium,Proactive retention outreach,,1.0,0.0,233,False,False
A-f5641b,Company_382,Pro,13857.0,166284.0,0.40446093691614704,5604.61520284705,Medium,Customer satisfaction outreach,3.0,4.0,0.25,383,True,True
A-b44e3e,Company_383,Basic,35561.0,426732.0,0.11799752605855854,4196.1100241684,Low,Proactive retention outreach,4.333333333333333,3.0,0.0,340,True,False
A-3b37d9,Company_384,Enterprise,14858.0,178296.0,0.1265128593198808,1879.7280637747888,Low,Proactive retention outreach,4.5,5.0,0.0,386,True,False
A-54d94a,Company_385,Basic,8075.0,96900.0,0.2059221333694584,1662.8212269583764,Low,Account retention review,3.5,4.0,0.0,519,True,True
A-7f29a7,Company_386,Basic,779.0,9348.0,0.3710589235061226,289.0549014112695,Medium,Proactive retention outreach,4.0,1.0,0.0,570,False,False
A-089363,Company_387,Basic,7164.0,85968.0,0.10448817027910884,748.5532518795358,Low,Proactive retention outreach,3.6666666666666665,3.0,0.0,545,True,False
A-855a48,Company_389,Pro,30376.0,364512.0,0.19460999750045863,5911.473284073932,Low,Account retention review,3.6666666666666665,5.0,0.0,436,False,True
A-756192,Company_390,Basic,18740.0,224880.0,0.19289364158137615,3614.826843234989,Low,Proactive retention outreach,4.0,3.0,0.0,560,True,False
A-49b828,Company_391,Pro,26391.0,316692.0,0.22664567324457724,5981.405962597638,Low,Proactive retention outreach,4.0,2.0,0.0,603,True,False
A-c7ffc2,Company_392,Pro,29211.0,350532.0,0.058634764460525395,1712.7801046564073,Low,Customer satisfaction outreach,3.0,2.0,0.0,571,True,False
A-751c58,Company_393,Basic,10869.0,130428.0,0.4401166835277074,4783.6282332626515,Medium,Proactive retention outreach,4.0,4.0,0.0,472,True,False
A-72799b,Company_394,Enterprise,14326.0,171912.0,0.33921487626128316,4859.592317319142,Medium,Priority support intervention,4.5,2.0,0.5,491,True,True
A-812c5b,Company_395,Basic,10110.0,121320.0,0.4877359621067506,4931.010576899248,Medium,Proactive retention outreach,4.0,4.0,0.0,794,False,False
A-69b156,Company_396,Pro,12139.0,145668.0,0.2518126663765964,3056.7539571455036,Low,Proactive retention outreach,4.0,7.0,0.0,340,False,False
A-075038,Company_397,Basic,18111.0,217332.0,0.24018088532866047,4349.91601418737,Low,Customer satisfaction outreach,3.0,1.0,0.0,654,True,False
A-940b8b,Company_398,Basic,9640.0,115680.0,0.25029496956352504,2412.8435065923813,Low,Account retention review,4.0,2.0,0.0,351,True,True
A-2d1036,Company_399,Pro,46230.0,554760.0,0.35819511390480946,16559.36011581934,High,Account retention review,4.5,4.0,0.25,590,False,True
A-9affe6,Company_401,Pro,9167.0,110004.0,0.12601384805515323,1155.1689451215896,Low,Customer satisfaction outreach,3.0,3.0,0.0,405,True,False
A-80eeb6,Company_402,Enterprise,56928.0,683136.0,0.15646151522790006,8907.041138893894,High,Account retention review,3.6666666666666665,4.0,0.25,590,True,True
A-c7e58b,Company_404,Pro,5384.0,64608.0,0.30249153676378976,1628.614433936244,Medium,Proactive retention outreach,3.333333333333333,3.0,0.0,324,False,False
A-016043,Company_405,Basic,4341.0,52092.0,0.19595998911939835,850.6623127673082,Low,Proactive retention outreach,4.0,2.0,0.0,427,True,False
A-bbe56f,Company_406,Enterprise,5607.0,67284.0,0.1302122361370866,730.1000080206446,Low,Proactive retention outreach,4.0,2.0,0.0,210,True,False
A-7c5768,Company_407,Enterprise,2382.0,28584.0,0.519536338395327,1237.5355580576688,High,Proactive retention outreach,5.0,3.0,0.0,406,False,False
A-751bd4,Company_408,Pro,190.0,2280.0,0.34188971398423673,64.95904565700498,Medium,Product adoption outreach,4.0,4.0,0.25,62,False,False
A-4e0e85,Company_409,Enterprise,4544.0,54528.0,0.15938505962591645,724.2457109401644,Low,Proactive retention outreach,5.0,2.0,0.0,230,False,False
A-ad3abd,Company_410,Pro,11748.0,140976.0,0.07902486244342982,928.3840839854136,Low,Customer satisfaction outreach,3.0,2.0,0.0,257,False,False
A-e19ff6,Company_411,Enterprise,1676.0,20112.0,0.3215839291593907,538.9746652711389,Medium,Proactive retention outreach,4.666666666666667,3.0,0.0,408,False,False
A-7920cc,Company_412,Pro,34536.0,414432.0,0.15782038038502963,5450.484656977384,Low,Proactive retention outreach,4.333333333333333,5.0,0.0,504,True,False
A-5a92e7,Company_413,Pro,8744.0,104928.0,0.7224101829633868,6316.754639831854,High,Proactive retention outreach,4.75,6.0,0.0,772,False,False
A-fdfc91,Company_414,Basic,20612.0,247344.0,0.08430297911939816,1737.6530056090348,Low,Proactive retention outreach,4.0,4.0,0.0,544,True,False
A-1e50e0,Company_415,Pro,13295.0,159540.0,0.02569836361625741,341.6597442781423,Low,Product adoption outreach,,0.0,0.0,175,True,False
A-1e1b80,Company_416,Enterprise,47697.0,572364.0,0.31357947167127925,14956.800060305006,High,Proactive retention outreach,3.2,6.0,0.0,591,False,False
A-659280,Company_417,Enterprise,21127.0,253524.0,0.3127070450553566,6606.561740884519,Medium,Proactive retention outreach,4.333333333333333,4.0,0.0,525,True,False
A-f6b2fb,Company_418,Basic,21795.0,261540.0,0.2967981594760443,6468.715885780386,Low,Account retention review,4.0,5.0,0.2,488,True,True
A-cb6cc6,Company_419,Basic,1397.0,16764.0,0.05793533711752878,80.93566595318771,Low,Proactive retention outreach,4.0,2.0,0.0,267,True,False
A-d62e02,Company_420,Pro,1990.0,23880.0,0.3836694340784003,763.5021738160166,Medium,Account retention review,4.0,1.0,0.0,245,False,True
A-d535f6,Company_421,Basic,2616.0,31392.0,0.24445442223406222,639.4927685643067,Low,Proactive retention outreach,,0.0,0.0,448,False,False
A-39868b,Company_422,Pro,3753.0,45036.0,0.31697574419667995,1189.60996797014,Medium,Proactive retention outreach,4.25,6.0,0.0,247,False,False
A-3cc791,Company_423,Enterprise,6758.0,81096.0,0.3572802419597579,2414.4998751640437,Medium,Proactive retention outreach,4.25,5.0,0.2,403,False,False
A-337bc1,Company_424,Pro,19379.0,232548.0,0.0577355612281832,1118.8574410409622,Low,Priority support intervention,4.5,2.0,0.5,367,True,True
A-58b9ff,Company_425,Enterprise,20379.0,244548.0,0.7171019725375218,14613.821098342158,High,Priority support intervention,4.0,2.0,0.5,581,False,True
A-1d5444,Company_427,Basic,29782.0,357384.0,0.1031040415262242,3070.6445647340092,Low,Proactive retention outreach,4.0,1.0,0.0,526,True,False
A-0f3e88,Company_428,Basic,4749.0,56988.0,0.13585388497507964,645.1700997466531,Low,Proactive retention outreach,5.0,2.0,0.0,464,True,False
A-7641d3,Company_429,Pro,11086.0,133032.0,0.0795037759478622,881.3788601580004,Low,Priority support intervention,5.0,4.0,0.5,449,False,True
A-cd458b,Company_430,Basic,16100.0,193200.0,0.41449217575335784,6673.324029629061,Medium,Proactive retention outreach,4.5,4.0,0.0,760,False,False
A-c16b88,Company_431,Enterprise,10082.0,120984.0,0.40260067728771975,4059.0200284147904,Medium,Customer satisfaction outreach,3.0,3.0,0.0,447,False,False
A-59f724,Company_432,Enterprise,9431.0,113172.0,0.3742315157634485,3529.3774251650825,Medium,Proactive retention outreach,4.333333333333333,3.0,0.0,617,True,False
A-87aa7b,Company_433,Pro,13518.0,162216.0,0.4152122562921718,5612.839280557579,Medium,Priority support intervention,,2.0,0.5,649,True,True
A-1e6fc3,Company_434,Pro,245.0,2940.0,0.23456771981526534,57.46909135474001,Low,Proactive retention outreach,3.6666666666666665,5.0,0.0,232,False,False
A-34ea2f,Company_436,Enterprise,1671.0,20052.0,0.729182754294153,1218.4643824255297,High,Proactive retention outreach,3.8,7.0,0.0,461,False,False
A-716841,Company_437,Pro,7469.0,89628.0,0.3901288962239801,2913.8727258969075,Medium,Proactive retention outreach,4.0,5.0,0.0,318,False,False
